# ARMA v2 File Entry Table (9500 entries)
# Format: index | offset | compressed_size | uncompressed_size | flags

 3041 | 0x0000028d6510 |       2163 |       2163 | 0x00000000
 3042 | 0x0000028d6d90 |       1220 |       1220 | 0x00000000
 3043 | 0x0000028d7260 |        528 |        528 | 0x00000000
 3044 | 0x0000028d7470 |       6771 |       6771 | 0x00000000
 3045 | 0x0000028d8ef0 |       2163 |       2163 | 0x00000000
 3046 | 0x0000028d9770 |       1220 |       1220 | 0x00000000
 3047 | 0x0000028d9c40 |        528 |        528 | 0x00000000
 3048 | 0x0000028d9e50 |       6810 |       6810 | 0x00000000
 3049 | 0x0000028db8f0 |       2163 |       2163 | 0x00000000
 3050 | 0x0000028dc170 |       1220 |       1220 | 0x00000000
 3051 | 0x0000028dc640 |        528 |        528 | 0x00000000
 3052 | 0x0000028dc850 |       6810 |       6810 | 0x00000000
 3053 | 0x0000028de2f0 |       2163 |       2163 | 0x00000000
 3054 | 0x0000028deb70 |       1220 |       1220 | 0x00000000
 3055 | 0x0000028df040 |        528 |        528 | 0x00000000
 3056 | 0x0000028df250 |      12715 |      12715 | 0x00000000
 3057 | 0x0000028e2400 |       2163 |       2163 | 0x00000000
 3058 | 0x0000028e2c80 |       1220 |       1220 | 0x00000000
 3059 | 0x0000028e3150 |        528 |        528 | 0x00000000
 3060 | 0x0000028e3360 |      12805 |      12805 | 0x00000000
 3061 | 0x0000028e6570 |       2163 |       2163 | 0x00000000
 3062 | 0x0000028e6df0 |       1220 |       1220 | 0x00000000
 3063 | 0x0000028e72c0 |        528 |        528 | 0x00000000
 3064 | 0x0000028e74d0 |      12805 |      12805 | 0x00000000
 3065 | 0x0000028ea6e0 |       2163 |       2163 | 0x00000000
 3066 | 0x0000028eaf60 |       1220 |       1220 | 0x00000000
 3067 | 0x0000028eb430 |        528 |        528 | 0x00000000
 3068 | 0x0000028eb640 |      12805 |      12805 | 0x00000000
 3069 | 0x0000028ee850 |       2163 |       2163 | 0x00000000
 3070 | 0x0000028ef0d0 |       1220 |       1220 | 0x00000000
 3071 | 0x0000028ef5a0 |        528 |        528 | 0x00000000
 3072 | 0x0000028ef7b0 |      12805 |      12805 | 0x00000000
 3073 | 0x0000028f29c0 |       2163 |       2163 | 0x00000000
 3074 | 0x0000028f3240 |       1220 |       1220 | 0x00000000
 3075 | 0x0000028f3710 |        528 |        528 | 0x00000000
 3076 | 0x0000028f3920 |      12535 |      12535 | 0x00000000
 3077 | 0x0000028f6a20 |       2163 |       2163 | 0x00000000
 3078 | 0x0000028f72a0 |       1220 |       1220 | 0x00000000
 3079 | 0x0000028f7770 |        528 |        528 | 0x00000000
 3080 | 0x0000028f7980 |      13125 |      13125 | 0x00000000
 3081 | 0x0000028facd0 |       2163 |       2163 | 0x00000000
 3082 | 0x0000028fb550 |       1220 |       1220 | 0x00000000
 3083 | 0x0000028fba20 |        528 |        528 | 0x00000000
 3084 | 0x0000028fbc30 |      12709 |      12709 | 0x00000000
 3085 | 0x0000028fede0 |       2163 |       2163 | 0x00000000
 3086 | 0x0000028ff660 |       1220 |       1220 | 0x00000000
 3087 | 0x0000028ffb30 |        528 |        528 | 0x00000000
 3088 | 0x0000028ffd40 |      12801 |      12801 | 0x00000000
 3089 | 0x000002902f50 |       2163 |       2163 | 0x00000000
 3090 | 0x0000029037d0 |       1220 |       1220 | 0x00000000
 3091 | 0x000002903ca0 |        528 |        528 | 0x00000000
 3092 | 0x000002903eb0 |       5135 |       5135 | 0x00000000
 3093 | 0x0000029052c0 |       2163 |       2163 | 0x00000000
 3094 | 0x000002905b40 |       1220 |       1220 | 0x00000000
 3095 | 0x000002906010 |        528 |        528 | 0x00000000
 3096 | 0x000002906220 |       5135 |       5135 | 0x00000000
 3097 | 0x000002907630 |       2163 |       2163 | 0x00000000
 3098 | 0x000002907eb0 |       1220 |       1220 | 0x00000000
 3099 | 0x000002908380 |        528 |        528 | 0x00000000
 3100 | 0x000002908590 |       5135 |       5135 | 0x00000000
 3101 | 0x0000029099a0 |       2163 |       2163 | 0x00000000
 3102 | 0x00000290a220 |       1220 |       1220 | 0x00000000
 3103 | 0x00000290a6f0 |        528 |        528 | 0x00000000
 3104 | 0x00000290a900 |       5135 |       5135 | 0x00000000
 3105 | 0x00000290bd10 |       2163 |       2163 | 0x00000000
 3106 | 0x00000290c590 |       1220 |       1220 | 0x00000000
 3107 | 0x00000290ca60 |        528 |        528 | 0x00000000
 3108 | 0x00000290cc70 |       5135 |       5135 | 0x00000000
 3109 | 0x00000290e080 |       2163 |       2163 | 0x00000000
 3110 | 0x00000290e900 |       1220 |       1220 | 0x00000000
 3111 | 0x00000290edd0 |        528 |        528 | 0x00000000
 3112 | 0x00000290efe0 |       5135 |       5135 | 0x00000000
 3113 | 0x0000029103f0 |       2163 |       2163 | 0x00000000
 3114 | 0x000002910c70 |       1220 |       1220 | 0x00000000
 3115 | 0x000002911140 |        528 |        528 | 0x00000000
 3116 | 0x000002911350 |       5135 |       5135 | 0x00000000
 3117 | 0x000002912760 |       2163 |       2163 | 0x00000000
 3118 | 0x000002912fe0 |       1220 |       1220 | 0x00000000
 3119 | 0x0000029134b0 |        528 |        528 | 0x00000000
 3120 | 0x0000029136c0 |       5135 |       5135 | 0x00000000
 3121 | 0x000002914ad0 |       2163 |       2163 | 0x00000000
 3122 | 0x000002915350 |       1220 |       1220 | 0x00000000
 3123 | 0x000002915820 |        528 |        528 | 0x00000000
 3124 | 0x000002915a30 |       5135 |       5135 | 0x00000000
 3125 | 0x000002916e40 |       2163 |       2163 | 0x00000000
 3126 | 0x0000029176c0 |       1220 |       1220 | 0x00000000
 3127 | 0x000002917b90 |        528 |        528 | 0x00000000
 3128 | 0x000002917da0 |       5135 |       5135 | 0x00000000
 3129 | 0x0000029191b0 |       2163 |       2163 | 0x00000000
 3130 | 0x000002919a30 |       1220 |       1220 | 0x00000000
 3131 | 0x000002919f00 |        528 |        528 | 0x00000000
 3132 | 0x00000291a110 |       5135 |       5135 | 0x00000000
 3133 | 0x00000291b520 |       2163 |       2163 | 0x00000000
 3134 | 0x00000291bda0 |       1220 |       1220 | 0x00000000
 3135 | 0x00000291c270 |        528 |        528 | 0x00000000
 3136 | 0x00000291c480 |       5135 |       5135 | 0x00000000
 3137 | 0x00000291d890 |       2163 |       2163 | 0x00000000
 3138 | 0x00000291e110 |       1220 |       1220 | 0x00000000
 3139 | 0x00000291e5e0 |        528 |        528 | 0x00000000
 3140 | 0x00000291e7f0 |       5135 |       5135 | 0x00000000
 3141 | 0x00000291fc00 |       2163 |       2163 | 0x00000000
 3142 | 0x000002920480 |       1220 |       1220 | 0x00000000
 3143 | 0x000002920950 |        528 |        528 | 0x00000000
 3144 | 0x000002920b60 |       5135 |       5135 | 0x00000000
 3145 | 0x000002921f70 |       2163 |       2163 | 0x00000000
 3146 | 0x0000029227f0 |       1220 |       1220 | 0x00000000
 3147 | 0x000002922cc0 |        528 |        528 | 0x00000000
 3148 | 0x000002922ed0 |       5135 |       5135 | 0x00000000
 3149 | 0x0000029242e0 |       2163 |       2163 | 0x00000000
 3150 | 0x000002924b60 |       1220 |       1220 | 0x00000000
 3151 | 0x000002925030 |        528 |        528 | 0x00000000
 3152 | 0x000002925240 |       5135 |       5135 | 0x00000000
 3153 | 0x000002926650 |       2163 |       2163 | 0x00000000
 3154 | 0x000002926ed0 |       1220 |       1220 | 0x00000000
 3155 | 0x0000029273a0 |        528 |        528 | 0x00000000
 3156 | 0x0000029275b0 |       5135 |       5135 | 0x00000000
 3157 | 0x0000029289c0 |       2163 |       2163 | 0x00000000
 3158 | 0x000002929240 |       1220 |       1220 | 0x00000000
 3159 | 0x000002929710 |        528 |        528 | 0x00000000
 3160 | 0x000002929920 |       5135 |       5135 | 0x00000000
 3161 | 0x00000292ad30 |       2163 |       2163 | 0x00000000
 3162 | 0x00000292b5b0 |       1220 |       1220 | 0x00000000
 3163 | 0x00000292ba80 |        528 |        528 | 0x00000000
 3164 | 0x00000292bc90 |       5135 |       5135 | 0x00000000
 3165 | 0x00000292d0a0 |       2163 |       2163 | 0x00000000
 3166 | 0x00000292d920 |       1220 |       1220 | 0x00000000
 3167 | 0x00000292ddf0 |        528 |        528 | 0x00000000
 3168 | 0x00000292e000 |       5135 |       5135 | 0x00000000
 3169 | 0x00000292f410 |       2163 |       2163 | 0x00000000
 3170 | 0x00000292fc90 |       1220 |       1220 | 0x00000000
 3171 | 0x000002930160 |        528 |        528 | 0x00000000
 3172 | 0x000002930370 |       5181 |       5181 | 0x00000000
 3173 | 0x0000029317b0 |       2163 |       2163 | 0x00000000
 3174 | 0x000002932030 |       1220 |       1220 | 0x00000000
 3175 | 0x000002932500 |        528 |        528 | 0x00000000
 3176 | 0x000002932710 |       5181 |       5181 | 0x00000000
 3177 | 0x000002933b50 |       2163 |       2163 | 0x00000000
 3178 | 0x0000029343d0 |       1220 |       1220 | 0x00000000
 3179 | 0x0000029348a0 |        528 |        528 | 0x00000000
 3180 | 0x000002934ab0 |       5180 |       5180 | 0x00000000
 3181 | 0x000002935ef0 |       2163 |       2163 | 0x00000000
 3182 | 0x000002936770 |       1220 |       1220 | 0x00000000
 3183 | 0x000002936c40 |        528 |        528 | 0x00000000
 3184 | 0x000002936e50 |       5181 |       5181 | 0x00000000
 3185 | 0x000002938290 |       2163 |       2163 | 0x00000000
 3186 | 0x000002938b10 |       1220 |       1220 | 0x00000000
 3187 | 0x000002938fe0 |        528 |        528 | 0x00000000
 3188 | 0x0000029391f0 |       5181 |       5181 | 0x00000000
 3189 | 0x00000293a630 |       2163 |       2163 | 0x00000000
 3190 | 0x00000293aeb0 |       1220 |       1220 | 0x00000000
 3191 | 0x00000293b380 |        528 |        528 | 0x00000000
 3192 | 0x00000293b590 |       5134 |       5134 | 0x00000000
 3193 | 0x00000293c9a0 |       2163 |       2163 | 0x00000000
 3194 | 0x00000293d220 |       1220 |       1220 | 0x00000000
 3195 | 0x00000293d6f0 |        528 |        528 | 0x00000000
 3196 | 0x00000293d900 |       5135 |       5135 | 0x00000000
 3197 | 0x00000293ed10 |       2163 |       2163 | 0x00000000
 3198 | 0x00000293f590 |       1220 |       1220 | 0x00000000
 3199 | 0x00000293fa60 |        528 |        528 | 0x00000000
 3200 | 0x00000293fc70 |       5135 |       5135 | 0x00000000
 3201 | 0x000002941080 |       2163 |       2163 | 0x00000000
 3202 | 0x000002941900 |       1220 |       1220 | 0x00000000
 3203 | 0x000002941dd0 |        528 |        528 | 0x00000000
 3204 | 0x000002941fe0 |       5135 |       5135 | 0x00000000
 3205 | 0x0000029433f0 |       2163 |       2163 | 0x00000000
 3206 | 0x000002943c70 |       1220 |       1220 | 0x00000000
 3207 | 0x000002944140 |        528 |        528 | 0x00000000
 3208 | 0x000002944350 |       5179 |       5179 | 0x00000000
 3209 | 0x000002945790 |       2163 |       2163 | 0x00000000
 3210 | 0x000002946010 |       1220 |       1220 | 0x00000000
 3211 | 0x0000029464e0 |        528 |        528 | 0x00000000
 3212 | 0x0000029466f0 |       5135 |       5135 | 0x00000000
 3213 | 0x000002947b00 |       2163 |       2163 | 0x00000000
 3214 | 0x000002948380 |       1220 |       1220 | 0x00000000
 3215 | 0x000002948850 |        528 |        528 | 0x00000000
 3216 | 0x000002948a60 |       5135 |       5135 | 0x00000000
 3217 | 0x000002949e70 |       2163 |       2163 | 0x00000000
 3218 | 0x00000294a6f0 |       1220 |       1220 | 0x00000000
 3219 | 0x00000294abc0 |        528 |        528 | 0x00000000
 3220 | 0x00000294add0 |       5191 |       5191 | 0x00000000
 3221 | 0x00000294c220 |       2163 |       2163 | 0x00000000
 3222 | 0x00000294caa0 |       1220 |       1220 | 0x00000000
 3223 | 0x00000294cf70 |        528 |        528 | 0x00000000
 3224 | 0x00000294d180 |       5134 |       5134 | 0x00000000
 3225 | 0x00000294e590 |       2163 |       2163 | 0x00000000
 3226 | 0x00000294ee10 |       1220 |       1220 | 0x00000000
 3227 | 0x00000294f2e0 |        528 |        528 | 0x00000000
 3228 | 0x00000294f4f0 |       5135 |       5135 | 0x00000000
 3229 | 0x000002950900 |       2163 |       2163 | 0x00000000
 3230 | 0x000002951180 |       1220 |       1220 | 0x00000000
 3231 | 0x000002951650 |        528 |        528 | 0x00000000
 3232 | 0x000002951860 |       5228 |       5228 | 0x00000000
 3233 | 0x000002952cd0 |       2163 |       2163 | 0x00000000
 3234 | 0x000002953550 |       1220 |       1220 | 0x00000000
 3235 | 0x000002953a20 |        528 |        528 | 0x00000000
 3236 | 0x000002953c30 |       5181 |       5181 | 0x00000000
 3237 | 0x000002955070 |       2163 |       2163 | 0x00000000
 3238 | 0x0000029558f0 |       1220 |       1220 | 0x00000000
 3239 | 0x000002955dc0 |        528 |        528 | 0x00000000
 3240 | 0x000002955fd0 |       5252 |       5252 | 0x00000000
 3241 | 0x000002957460 |       2163 |       2163 | 0x00000000
 3242 | 0x000002957ce0 |       1220 |       1220 | 0x00000000
 3243 | 0x0000029581b0 |        528 |        528 | 0x00000000
 3244 | 0x0000029583c0 |       5226 |       5226 | 0x00000000
 3245 | 0x000002959830 |       2163 |       2163 | 0x00000000
 3246 | 0x00000295a0b0 |       1220 |       1220 | 0x00000000
 3247 | 0x00000295a580 |        528 |        528 | 0x00000000
 3248 | 0x00000295a790 |       5227 |       5227 | 0x00000000
 3249 | 0x00000295bc00 |       2163 |       2163 | 0x00000000
 3250 | 0x00000295c480 |       1220 |       1220 | 0x00000000
 3251 | 0x00000295c950 |        528 |        528 | 0x00000000
 3252 | 0x00000295cb60 |       5227 |       5227 | 0x00000000
 3253 | 0x00000295dfd0 |       2163 |       2163 | 0x00000000
 3254 | 0x00000295e850 |       1220 |       1220 | 0x00000000
 3255 | 0x00000295ed20 |        528 |        528 | 0x00000000
 3256 | 0x00000295ef30 |       5180 |       5180 | 0x00000000
 3257 | 0x000002960370 |       2163 |       2163 | 0x00000000
 3258 | 0x000002960bf0 |       1220 |       1220 | 0x00000000
 3259 | 0x0000029610c0 |        528 |        528 | 0x00000000
 3260 | 0x0000029612d0 |       5140 |       5140 | 0x00000000
 3261 | 0x0000029626f0 |       2163 |       2163 | 0x00000000
 3262 | 0x000002962f70 |       1220 |       1220 | 0x00000000
 3263 | 0x000002963440 |        528 |        528 | 0x00000000
 3264 | 0x000002963650 |       5101 |       5101 | 0x00000000
 3265 | 0x000002964a40 |       2163 |       2163 | 0x00000000
 3266 | 0x0000029652c0 |       1220 |       1220 | 0x00000000
 3267 | 0x000002965790 |        528 |        528 | 0x00000000
 3268 | 0x0000029659a0 |       5140 |       5140 | 0x00000000
 3269 | 0x000002966dc0 |       2163 |       2163 | 0x00000000
 3270 | 0x000002967640 |       1220 |       1220 | 0x00000000
 3271 | 0x000002967b10 |        528 |        528 | 0x00000000
 3272 | 0x000002967d20 |       5140 |       5140 | 0x00000000
 3273 | 0x000002969140 |       2163 |       2163 | 0x00000000
 3274 | 0x0000029699c0 |       1220 |       1220 | 0x00000000
 3275 | 0x000002969e90 |        528 |        528 | 0x00000000
 3276 | 0x00000296a0a0 |       5140 |       5140 | 0x00000000
 3277 | 0x00000296b4c0 |       2163 |       2163 | 0x00000000
 3278 | 0x00000296bd40 |       1220 |       1220 | 0x00000000
 3279 | 0x00000296c210 |        528 |        528 | 0x00000000
 3280 | 0x00000296c420 |       5233 |       5233 | 0x00000000
 3281 | 0x00000296d8a0 |       2163 |       2163 | 0x00000000
 3282 | 0x00000296e120 |       1220 |       1220 | 0x00000000
 3283 | 0x00000296e5f0 |        528 |        528 | 0x00000000
 3284 | 0x00000296e800 |       5248 |       5248 | 0x00000000
 3285 | 0x00000296fc80 |       2163 |       2163 | 0x00000000
 3286 | 0x000002970500 |       1220 |       1220 | 0x00000000
 3287 | 0x0000029709d0 |        528 |        528 | 0x00000000
 3288 | 0x000002970be0 |       5248 |       5248 | 0x00000000
 3289 | 0x000002972060 |       2163 |       2163 | 0x00000000
 3290 | 0x0000029728e0 |       1220 |       1220 | 0x00000000
 3291 | 0x000002972db0 |        528 |        528 | 0x00000000
 3292 | 0x000002972fc0 |       5248 |       5248 | 0x00000000
 3293 | 0x000002974440 |       2163 |       2163 | 0x00000000
 3294 | 0x000002974cc0 |       1220 |       1220 | 0x00000000
 3295 | 0x000002975190 |        528 |        528 | 0x00000000
 3296 | 0x0000029753a0 |       5248 |       5248 | 0x00000000
 3297 | 0x000002976820 |       2163 |       2163 | 0x00000000
 3298 | 0x0000029770a0 |       1220 |       1220 | 0x00000000
 3299 | 0x000002977570 |        528 |        528 | 0x00000000
 3300 | 0x000002977780 |       5117 |       5117 | 0x00000000
 3301 | 0x000002978b80 |       2163 |       2163 | 0x00000000
 3302 | 0x000002979400 |       1220 |       1220 | 0x00000000
 3303 | 0x0000029798d0 |        528 |        528 | 0x00000000
 3304 | 0x000002979ae0 |       5359 |       5359 | 0x00000000
 3305 | 0x00000297afd0 |       2163 |       2163 | 0x00000000
 3306 | 0x00000297b850 |       1220 |       1220 | 0x00000000
 3307 | 0x00000297bd20 |        528 |        528 | 0x00000000
 3308 | 0x00000297bf30 |       5250 |       5250 | 0x00000000
 3309 | 0x00000297d3c0 |       2163 |       2163 | 0x00000000
 3310 | 0x00000297dc40 |       1220 |       1220 | 0x00000000
 3311 | 0x00000297e110 |        528 |        528 | 0x00000000
 3312 | 0x00000297e320 |       5241 |       5241 | 0x00000000
 3313 | 0x00000297f7a0 |       2163 |       2163 | 0x00000000
 3314 | 0x000002980020 |       1220 |       1220 | 0x00000000
 3315 | 0x0000029804f0 |        528 |        528 | 0x00000000
 3316 | 0x000002980700 |       5391 |       5391 | 0x00000000
 3317 | 0x000002981c10 |       2182 |       2182 | 0x00000000
 3318 | 0x0000029824a0 |       1239 |       1239 | 0x00000000
 3319 | 0x000002982980 |        547 |        547 | 0x00000000
 3320 | 0x000002982bb0 |       5391 |       5391 | 0x00000000
 3321 | 0x0000029840c0 |       2182 |       2182 | 0x00000000
 3322 | 0x000002984950 |       1239 |       1239 | 0x00000000
 3323 | 0x000002984e30 |        547 |        547 | 0x00000000
 3324 | 0x000002985060 |       5391 |       5391 | 0x00000000
 3325 | 0x000002986570 |       2182 |       2182 | 0x00000000
 3326 | 0x000002986e00 |       1239 |       1239 | 0x00000000
 3327 | 0x0000029872e0 |        547 |        547 | 0x00000000
 3328 | 0x000002987510 |       5391 |       5391 | 0x00000000
 3329 | 0x000002988a20 |       2182 |       2182 | 0x00000000
 3330 | 0x0000029892b0 |       1239 |       1239 | 0x00000000
 3331 | 0x000002989790 |        547 |        547 | 0x00000000
 3332 | 0x0000029899c0 |       5391 |       5391 | 0x00000000
 3333 | 0x00000298aed0 |       2182 |       2182 | 0x00000000
 3334 | 0x00000298b760 |       1239 |       1239 | 0x00000000
 3335 | 0x00000298bc40 |        547 |        547 | 0x00000000
 3336 | 0x00000298be70 |       5391 |       5391 | 0x00000000
 3337 | 0x00000298d380 |       2182 |       2182 | 0x00000000
 3338 | 0x00000298dc10 |       1239 |       1239 | 0x00000000
